method_a,method_b,mean_a,mean_b,t_stat,p_value,significant_p05
FAISS,SAC,0.9984662576687117,0.9984662576687117,0.0,1.0,False
FAISS,PPO,0.9984662576687117,0.998466253731947,0.9999999999999998,0.31880184693281727,False
FAISS,R-PPO,0.9984662576687117,0.9946319018404908,1.3907183112346795,0.16621825496740797,False
FAISS,DDPG,0.9984662576687117,0.992638036809816,1.6691070801844772,0.09702754948043087,False
FAISS,ColBERT,0.9984662576687117,0.9297545084938561,4.819244790931747,3.2927832084309175e-06,True
FAISS,BM25,0.9984662576687117,0.93054216693794,5.043829654294906,1.2120608876894237e-06,True
FAISS,Deep Retrieval+FAISS,0.9984662576687117,0.5504218177727488,16.89086718058948,1.4613870965973517e-37,True
FAISS,Deep Retrieval+BM25,0.9984662576687117,0.5387578587476135,17.66946768696584,1.2676315450172166e-39,True
FAISS,Search-R1 E5,0.9984662576687117,0.4823933323528628,20.2285074032777,3.4612325386436305e-46,True
SAC,PPO,0.9984662576687117,0.998466253731947,0.9999999999999998,0.31880184693281727,False
SAC,R-PPO,0.9984662576687117,0.9946319018404908,1.3907183112346795,0.16621825496740797,False
SAC,DDPG,0.9984662576687117,0.992638036809816,1.6691070801844772,0.09702754948043087,False
SAC,ColBERT,0.9984662576687117,0.9297545084938561,4.819244790931747,3.2927832084309175e-06,True
SAC,BM25,0.9984662576687117,0.93054216693794,5.043829654294906,1.2120608876894237e-06,True
SAC,Deep Retrieval+FAISS,0.9984662576687117,0.5504218177727488,16.89086718058948,1.4613870965973517e-37,True
SAC,Deep Retrieval+BM25,0.9984662576687117,0.5387578587476135,17.66946768696584,1.2676315450172166e-39,True
SAC,Search-R1 E5,0.9984662576687117,0.4823933323528628,20.2285074032777,3.4612325386436305e-46,True
PPO,R-PPO,0.998466253731947,0.9946319018404908,1.3907168663242697,0.16621869252723653,False
PPO,DDPG,0.998466253731947,0.992638036809816,1.6691059333700782,0.09702777712075422,False
PPO,ColBERT,0.998466253731947,0.9297545084938561,4.819244475233214,3.292787763298106e-06,True
PPO,BM25,0.998466253731947,0.93054216693794,5.043829316055601,1.2120627397338114e-06,True
PPO,Deep Retrieval+FAISS,0.998466253731947,0.5504218177727488,16.890866770804784,1.4613907726295872e-37,True
PPO,Deep Retrieval+BM25,0.998466253731947,0.5387578587476135,17.669467273093602,1.267634721826095e-39,True
PPO,Search-R1 E5,0.998466253731947,0.4823933323528628,20.22850695983901,3.4612413654480514e-46,True
R-PPO,DDPG,0.9946319018404908,0.992638036809816,0.5866965391818695,0.5582242061688147,False
R-PPO,ColBERT,0.9946319018404908,0.9297545084938561,4.6719538928975455,6.236212076903312e-06,True
R-PPO,BM25,0.9946319018404908,0.93054216693794,4.804139759884296,3.517843132595853e-06,True
R-PPO,Deep Retrieval+FAISS,0.9946319018404908,0.5504218177727488,16.85810563898998,1.787013354461711e-37,True
R-PPO,Deep Retrieval+BM25,0.9946319018404908,0.5387578587476135,17.489941423091842,3.7659472289542495e-39,True
R-PPO,Search-R1 E5,0.9946319018404908,0.4823933323528628,20.27249720551376,2.687906326166094e-46,True
DDPG,ColBERT,0.992638036809816,0.9297545084938561,4.50481352055643,1.2660342210709613e-05,True
DDPG,BM25,0.992638036809816,0.93054216693794,4.788835568651563,3.7610225346775945e-06,True
DDPG,Deep Retrieval+FAISS,0.992638036809816,0.5504218177727488,16.54094653869352,1.2598143664564648e-36,True
DDPG,Deep Retrieval+BM25,0.992638036809816,0.5387578587476135,17.423716038834907,5.63250757694156e-39,True
DDPG,Search-R1 E5,0.992638036809816,0.4823933323528628,20.121429297154748,6.411778979969015e-46,True
ColBERT,BM25,0.9297545084938561,0.93054216693794,-0.043558219143971746,0.9653101987526896,False
ColBERT,Deep Retrieval+FAISS,0.9297545084938561,0.5504218177727488,13.010765348694031,5.952649333812307e-27,True
ColBERT,Deep Retrieval+BM25,0.9297545084938561,0.5387578587476135,13.54525830836202,1.9529621951287452e-28,True
ColBERT,Search-R1 E5,0.9297545084938561,0.4823933323528628,15.428929345445088,1.2786360843140433e-33,True
BM25,Deep Retrieval+FAISS,0.93054216693794,0.5504218177727488,12.434756161183616,2.377789590594437e-25,True
BM25,Deep Retrieval+BM25,0.93054216693794,0.5387578587476135,12.911076693254266,1.1266495099061223e-26,True
BM25,Search-R1 E5,0.93054216693794,0.4823933323528628,15.008021468764094,1.8053010995397046e-32,True
Deep Retrieval+FAISS,Deep Retrieval+BM25,0.5504218177727488,0.5387578587476135,0.4618598338885208,0.6448014583319092,False
Deep Retrieval+FAISS,Search-R1 E5,0.5504218177727488,0.4823933323528628,2.260043079663726,0.025150878935555773,True
Deep Retrieval+BM25,Search-R1 E5,0.5387578587476135,0.4823933323528628,2.101363459908832,0.03715650858007841,True
