method_a,method_b,mean_a,mean_b,t_stat,p_value,significant_p05
SAC,PPO,0.16262572940238598,0.16224785268801906,0.027746664025418324,0.9778971378596737,False
SAC,R-PPO,0.16262572940238598,0.1650553538486571,-0.16338159818772782,0.8704143659030532,False
SAC,ColBERT,0.16262572940238598,0.15318016022316738,0.3673033157867428,0.7138550551562325,False
SAC,DDPG,0.16262572940238598,0.1580997291073526,0.2644945829788382,0.7917230436318785,False
SAC,Deep Retrieval+FAISS,0.16262572940238598,0.1349848561483753,1.1848598569532034,0.23774628275389476,False
SAC,Deep Retrieval+BM25,0.16262572940238598,0.14193815696013531,0.9341734476954008,0.3515551715763926,False
SAC,FAISS,0.16262572940238598,0.1382136328942395,1.1381035229790497,0.2566976896496175,False
SAC,BM25,0.16262572940238598,0.07500796945564848,4.154280456951763,5.18407550941174e-05,True
SAC,Search-R1 E5,0.16262572940238598,0.05863430144420026,5.468919991598802,1.6161999921626012e-07,True
PPO,R-PPO,0.16224785268801906,0.1650553538486571,-0.20525466563272235,0.8376216473517205,False
PPO,ColBERT,0.16224785268801906,0.15318016022316738,0.34096821541797523,0.7335535473580108,False
PPO,DDPG,0.16224785268801906,0.1580997291073526,0.2630075974267181,0.7928669960640639,False
PPO,Deep Retrieval+FAISS,0.16224785268801906,0.1349848561483753,1.2028902769638015,0.23071126648672027,False
PPO,Deep Retrieval+BM25,0.16224785268801906,0.14193815696013531,0.9088053838811405,0.3647547516621781,False
PPO,FAISS,0.16224785268801906,0.1382136328942395,1.238542508435403,0.21724275900394235,False
PPO,BM25,0.16224785268801906,0.07500796945564848,4.0554926700874665,7.642860547087048e-05,True
PPO,Search-R1 E5,0.16224785268801906,0.05863430144420026,5.2801648806840085,3.949456401074893e-07,True
R-PPO,ColBERT,0.1650553538486571,0.15318016022316738,0.44967710738382727,0.6535229193367911,False
R-PPO,DDPG,0.1650553538486571,0.1580997291073526,0.41835114735777296,0.676224687563831,False
R-PPO,Deep Retrieval+FAISS,0.1650553538486571,0.1349848561483753,1.28150866589714,0.20178097112040513,False
R-PPO,Deep Retrieval+BM25,0.1650553538486571,0.14193815696013531,0.947542169559676,0.34472352846172805,False
R-PPO,FAISS,0.1650553538486571,0.1382136328942395,1.2133314259089387,0.2267062885121722,False
R-PPO,BM25,0.1650553538486571,0.07500796945564848,4.0779908817606945,7.000368053963266e-05,True
R-PPO,Search-R1 E5,0.1650553538486571,0.05863430144420026,5.197095566993992,5.814132692359708e-07,True
ColBERT,DDPG,0.15318016022316738,0.1580997291073526,-0.17726343402164618,0.8595150069494831,False
ColBERT,Deep Retrieval+FAISS,0.15318016022316738,0.1349848561483753,0.8992667255054744,0.36979772789190823,False
ColBERT,Deep Retrieval+BM25,0.15318016022316738,0.14193815696013531,0.5559695289854136,0.5789713772855904,False
ColBERT,FAISS,0.15318016022316738,0.1382136328942395,0.5572738777780798,0.5780820304931864,False
ColBERT,BM25,0.15318016022316738,0.07500796945564848,3.967310234274326,0.00010745923861042191,True
ColBERT,Search-R1 E5,0.15318016022316738,0.05863430144420026,4.82740524385829,3.091558219041529e-06,True
DDPG,Deep Retrieval+FAISS,0.1580997291073526,0.1349848561483753,1.0055889654919654,0.3160594978570871,False
DDPG,Deep Retrieval+BM25,0.1580997291073526,0.14193815696013531,0.67326748363089,0.501702263650512,False
DDPG,FAISS,0.1580997291073526,0.1382136328942395,1.0351760919822468,0.30207444708899056,False
DDPG,BM25,0.1580997291073526,0.07500796945564848,3.8295110972523494,0.00018101562881067915,True
DDPG,Search-R1 E5,0.1580997291073526,0.05863430144420026,4.684498436570754,5.765924560858712e-06,True
Deep Retrieval+FAISS,Deep Retrieval+BM25,0.1349848561483753,0.14193815696013531,-0.42989098528819886,0.6678258363982041,False
Deep Retrieval+FAISS,FAISS,0.1349848561483753,0.1382136328942395,-0.1429375572674494,0.8865107874962159,False
Deep Retrieval+FAISS,BM25,0.1349848561483753,0.07500796945564848,3.6853283478291865,0.0003078535685494058,True
Deep Retrieval+FAISS,Search-R1 E5,0.1349848561483753,0.05863430144420026,4.962925837474134,1.6918005037934177e-06,True
Deep Retrieval+BM25,FAISS,0.14193815696013531,0.1382136328942395,0.1585735295407847,0.8741953415545567,False
Deep Retrieval+BM25,BM25,0.14193815696013531,0.07500796945564848,3.9208592467792767,0.00012830422253602578,True
Deep Retrieval+BM25,Search-R1 E5,0.14193815696013531,0.05863430144420026,4.604138299247934,8.139574938384264e-06,True
FAISS,BM25,0.1382136328942395,0.07500796945564848,3.1775667444215276,0.001767899770125294,True
FAISS,Search-R1 E5,0.1382136328942395,0.05863430144420026,4.300700165652637,2.8803009544064813e-05,True
BM25,Search-R1 E5,0.07500796945564848,0.05863430144420026,1.6478546879283704,0.10125149300667315,False
