method_a,method_b,mean_a,mean_b,t_stat,p_value,significant_p05
SAC,FAISS,0.8875163715971998,0.8793808324097176,1.3822805582102755,0.1687205209117136,False
SAC,BM25,0.8875163715971998,0.8656487383786038,3.482902163906273,0.0006324164663195209,True
SAC,Search-R1 E5,0.8875163715971998,0.8394718663932303,9.456974895211358,2.7767462620453e-17,True
R-PPO,Gemini,0.8908805557962,0.8791841508368768,2.150438550254823,0.0329503196775548,True
R-PPO,Deep Retrieval+BM25,0.8908805557962,0.8853446566141568,0.8102132310591131,0.41896380936756483,False
R-PPO,DDPG,0.8908805557962,0.8845431166287709,1.4235800460207935,0.15642260867555816,False
R-PPO,FAISS,0.8908805557962,0.8793808324097176,2.0547459312543612,0.04145209967477189,True
R-PPO,BM25,0.8908805557962,0.8656487383786038,3.883992422064929,0.0001475292593921557,True
R-PPO,Search-R1 E5,0.8908805557962,0.8394718663932303,9.06724419153582,3.111126173738254e-16,True
Gemini,Deep Retrieval+BM25,0.8791841508368768,0.8853446566141568,-0.9934040262884745,0.32194174909874135,False
Gemini,DDPG,0.8791841508368768,0.8845431166287709,-0.9794315433040357,0.32877510727558257,False
Gemini,FAISS,0.8791841508368768,0.8793808324097176,-0.033851265425240584,0.9730359408534209,False
Gemini,BM25,0.8791841508368768,0.8656487383786038,2.3740365438081397,0.018723638522571997,True
Gemini,Search-R1 E5,0.8791841508368768,0.8394718663932303,10.18862016380522,2.764189548154396e-19,True
Deep Retrieval+BM25,DDPG,0.8853446566141568,0.8845431166287709,0.12365016995926409,0.9017400782050882,False
Deep Retrieval+BM25,FAISS,0.8853446566141568,0.8793808324097176,0.9473170237929923,0.34483786972842934,False
Deep Retrieval+BM25,BM25,0.8853446566141568,0.8656487383786038,3.4926174882140937,0.0006113612581861638,True
Deep Retrieval+BM25,Search-R1 E5,0.8853446566141568,0.8394718663932303,8.609502648952192,5.0926003520272565e-15,True
DDPG,FAISS,0.8845431166287709,0.8793808324097176,0.9449761030644117,0.34602816250782054,False
DDPG,BM25,0.8845431166287709,0.8656487383786038,2.900236763903488,0.0042278070557367885,True
DDPG,Search-R1 E5,0.8845431166287709,0.8394718663932303,8.077792619428074,1.2239282237784317e-13,True
FAISS,BM25,0.8793808324097176,0.8656487383786038,2.2783221325611787,0.02396695085733119,True
FAISS,Search-R1 E5,0.8793808324097176,0.8394718663932303,7.47707784946312,4.007913610538658e-12,True
BM25,Search-R1 E5,0.8656487383786038,0.8394718663932303,5.85308326438502,2.4675277046947198e-08,True
