algo,inference_latency_s_mean,inference_latency_s_std,inference_latency_s_count,emissions_kg_co2_total_run,energy_kwh_total_run,wall_clock_time_s
faiss_en_core_web_md,0.9737843149274156,0.44647487261661173,207,6.538925979438772e-05,0.0006648763553339948,201.57335318997502
bm25,0.06576069103382924,0.027621192845193994,207,6.42863133830186e-06,6.536616238562919e-05,13.612463044002652
